brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,desc
BMW,M3 Base,2002,"60,255 mi.",Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,"$28,750 ","BMW M3 Base 2002, Yellow exterior, Black interior, 60,255 mi., 333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel, 6-Speed M/T, Gasoline, None reported"
Land,Rover Range Rover Sport HSE Dynamic,2019,"77,690 mi.",Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,"$43,500 ","Land Rover Range Rover Sport HSE Dynamic 2019, White exterior, Beige interior, 77,690 mi., 380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, None reported"
Chevrolet,Corvette ZR-1,2009,"18,000 mi.",Gasoline,638.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,"$78,000 ","Chevrolet Corvette ZR-1 2009, Gray exterior, Black interior, 18,000 mi., 638.0HP 6.2L 8 Cylinder Engine Gasoline Fuel, 6-Speed M/T, Gasoline, None reported"
Honda,Prelude Type SH,2001,"125,000 mi.",Gasoline,200.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Black,None reported,Yes,"$18,000 ","Honda Prelude Type SH 2001, Red exterior, Black interior, 125,000 mi., 200.0HP 2.2L 4 Cylinder Engine Gasoline Fuel, 5-Speed M/T, Gasoline, None reported"
Lexus,NX 300 Base,2021,"6,449 mi.",Gasoline,2.0L I4 16V PDI DOHC Turbo,6-Speed Automatic,Silver,Black,At least 1 accident or damage reported,,"$35,999 ","Lexus NX 300 Base 2021, Silver exterior, Black interior, 6,449 mi., 2.0L I4 16V PDI DOHC Turbo, 6-Speed Automatic, Gasoline, At least 1 accident or damage reported"
Volkswagen,Golf GTI 2.0T SE 4-Door,2019,"33,000 mi.",Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,"$27,500 ","Volkswagen Golf GTI 2.0T SE 4-Door 2019, Black exterior, Black interior, 33,000 mi., 228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel, 6-Speed M/T, Gasoline, None reported"
Nissan,Armada LE,2009,"87,130 mi.",Gasoline,317.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Brown,Black,None reported,Yes,"$20,000 ","Nissan Armada LE 2009, Brown exterior, Black interior, 87,130 mi., 317.0HP 5.6L 8 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Lexus,SC 300 Base,1998,"165,000 mi.",Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Purple,Beige,None reported,Yes,"$8,700 ","Lexus SC 300 Base 1998, Purple exterior, Beige interior, 165,000 mi., 225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Toyota,Camry Solara SLE,2008,"73,000 mi.",Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,"$11,500 ","Toyota Camry Solara SLE 2008, Blue exterior, Beige interior, 73,000 mi., 210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel, 5-Speed A/T, Gasoline, At least 1 accident or damage reported"
Porsche,Macan S,2020,"22,354 mi.",Gasoline,3.0L V6 24V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Black,Black,None reported,,"$54,900 ","Porsche Macan S 2020, Black exterior, Black interior, 22,354 mi., 3.0L V6 24V GDI DOHC Turbo, 7-Speed Automatic with Auto-Shift, Gasoline, None reported"
Tesla,Model Y Performance,2023,"6,188 mi.",,455.0HP Electric Motor Electric Fuel System,A/T,Gray,White,None reported,Yes,"$53,900 ","Tesla Model Y Performance 2023, Gray exterior, White interior, 6,188 mi., 455.0HP Electric Motor Electric Fuel System, A/T, nan, None reported"
GMC,Terrain SLT,2019,"60,807 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Red Quartz Tintcoat,Medium Ash Gray,At least 1 accident or damage reported,Yes,"$25,925 ","GMC Terrain SLT 2019, Red Quartz Tintcoat exterior, Medium Ash Gray interior, 60,807 mi., 2.0L I4 16V GDI DOHC Turbo, 9-Speed Automatic, Gasoline, At least 1 accident or damage reported"
Jeep,Compass Latitude,2014,"105,000 mi.",Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$10,950 ","Jeep Compass Latitude 2014, Black exterior, Black interior, 105,000 mi., 158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Audi,Q7 3.0T Prestige,2018,"63,400 mi.",Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$29,900 ","Audi Q7 3.0T Prestige 2018, Black exterior, Black interior, 63,400 mi., 333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Ford,F-250 Platinum,2022,"4,500 mi.",Gasoline,430.0HP 7.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,"$86,500 ","Ford F-250 Platinum 2022, Black exterior, Black interior, 4,500 mi., 430.0HP 7.3L 8 Cylinder Engine Gasoline Fuel, 10-Speed A/T, Gasoline, None reported"
Jeep,Gladiator Overland,2020,"8,025 mi.",Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Firecracker Red Clearcoat,Black,None reported,Yes,"$42,433 ","Jeep Gladiator Overland 2020, Firecracker Red Clearcoat exterior, Black interior, 8,025 mi., 3.6L V6 24V MPFI DOHC, 8-Speed Automatic, Gasoline, None reported"
Lincoln,Navigator L Reserve,2019,"49,131 mi.",Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Tan,–,,,"$55,460 ","Lincoln Navigator L Reserve 2019, Tan exterior, – interior, 49,131 mi., 3.5L V6 24V PDI DOHC Twin Turbo, 10-Speed Automatic, Gasoline, nan"
Tesla,Model X P100D,2017,"100,346 mi.",,Electric Motor Electric Fuel System,1-Speed A/T,Silver,White,None reported,Yes,"$45,999 ","Tesla Model X P100D 2017, Silver exterior, White interior, 100,346 mi., Electric Motor Electric Fuel System, 1-Speed A/T, nan, None reported"
Mercedes-Benz,CLS-Class CLS 400 4MATIC,2016,"62,285 mi.",Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$29,950 ","Mercedes-Benz CLS-Class CLS 400 4MATIC 2016, Black exterior, Black interior, 62,285 mi., 329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel, 7-Speed A/T, Gasoline, At least 1 accident or damage reported"
Lexus,RX 350 Base,2021,"5,040 mi.",Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,Beige,At least 1 accident or damage reported,Yes,"$48,900 ","Lexus RX 350 Base 2021, Beige exterior, Beige interior, 5,040 mi., 295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, At least 1 accident or damage reported"
RAM,1500 Laramie,2022,"12,940 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Bright White Clearcoat,Black,At least 1 accident or damage reported,,"$46,999 ","RAM 1500 Laramie 2022, Bright White Clearcoat exterior, Black interior, 12,940 mi., 5.7L V8 16V MPFI OHV, 8-Speed Automatic, Gasoline, At least 1 accident or damage reported"
Mitsubishi,Outlander Sport ES,2015,"98,385 mi.",Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Black,At least 1 accident or damage reported,Yes,"$10,500 ","Mitsubishi Outlander Sport ES 2015, Silver exterior, Black interior, 98,385 mi., 166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel, CVT Transmission, Gasoline, At least 1 accident or damage reported"
Hyundai,Sonata SE,2013,"43,903 mi.",Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,"$12,500 ","Hyundai Sonata SE 2013, Red exterior, Black interior, 43,903 mi., 200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel, A/T, Gasoline, At least 1 accident or damage reported"
Ford,Mustang EcoBoost Premium,2017,"41,650 mi.",Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,"$23,600 ","Ford Mustang EcoBoost Premium 2017, Blue exterior, Black interior, 41,650 mi., 310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
BMW,X5 PHEV xDrive45e,2022,"31,850 mi.",Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"$60,500 ","BMW X5 PHEV xDrive45e 2022, White exterior, Black interior, 31,850 mi., 389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas, Transmission w/Dual Shift Mode, Plug-In Hybrid, None reported"
Hyundai,Sonata Hybrid Limited,2013,"96,419 mi.",Hybrid,199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,6-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,"$14,999 ","Hyundai Sonata Hybrid Limited 2013, Black exterior, Gray interior, 96,419 mi., 199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid, 6-Speed A/T, Hybrid, At least 1 accident or damage reported"
Honda,Odyssey EX-L,2007,"170,000 mi.",Gasoline,244.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,"$7,700 ","Honda Odyssey EX-L 2007, Black exterior, Beige interior, 170,000 mi., 244.0HP 3.5L V6 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Chevrolet,Colorado LT Crew Cab,2009,"139,000 mi.",Gasoline,300.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$14,500 ","Chevrolet Colorado LT Crew Cab 2009, Black exterior, Black interior, 139,000 mi., 300.0HP 5.3L 8 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Buick,Enclave Premium,2016,"134,655 mi.",Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Ebony Twilight Metallic,Ebony,None reported,Yes,"$18,051 ","Buick Enclave Premium 2016, Ebony Twilight Metallic exterior, Ebony interior, 134,655 mi., 3.6L V6 24V GDI DOHC, 6-Speed Automatic, Gasoline, None reported"
BMW,M235 i,2015,"81,000 mi.",Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Red,None reported,Yes,"$27,890 ","BMW M235 i 2015, White exterior, Red interior, 81,000 mi., 320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel, 6-Speed M/T, Gasoline, None reported"
McLaren,720S Performance,2020,"9,989 mi.",Gasoline,710.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,"$324,995 ","McLaren 720S Performance 2020, Black exterior, Black interior, 9,989 mi., 710.0HP 4.0L 8 Cylinder Engine Gasoline Fuel, 7-Speed A/T, Gasoline, None reported"
Kia,Telluride SX,2022,"46,347 mi.",Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Glacial White Pearl,Black,None reported,,"$46,120 ","Kia Telluride SX 2022, Glacial White Pearl exterior, Black interior, 46,347 mi., 3.8L V6 24V GDI DOHC, 8-Speed Automatic, Gasoline, None reported"
Chevrolet,Corvette Base,2007,"4,048 mi.",Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Gray,None reported,Yes,"$38,000 ","Chevrolet Corvette Base 2007, Yellow exterior, Gray interior, 4,048 mi., 400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel, 6-Speed M/T, Gasoline, None reported"
Mercedes-Benz,S-Class S 63 AMG,2015,"79,876 mi.",Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,White,None reported,Yes,"$45,750 ","Mercedes-Benz S-Class S 63 AMG 2015, Black exterior, White interior, 79,876 mi., 577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel, 7-Speed A/T, Gasoline, None reported"
Toyota,Mirai Limited,2021,"44,000 mi.",not supported,182.0HP Electric Motor Hydrogen Fuel,A/T,Gray,Black,None reported,Yes,"$18,500 ","Toyota Mirai Limited 2021, Gray exterior, Black interior, 44,000 mi., 182.0HP Electric Motor Hydrogen Fuel, A/T, not supported, None reported"
Alfa,Romeo Giulia Ti,2017,"56,910 mi.",Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,,,"$23,000 ","Alfa Romeo Giulia Ti 2017, Blue exterior, Black interior, 56,910 mi., 280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel, Transmission w/Dual Shift Mode, Gasoline, nan"
Land,Rover Range Rover Sport HSE,2019,"65,019 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,"$40,500 ","Land Rover Range Rover Sport HSE 2019, Black exterior, Beige interior, 65,019 mi., 340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Nissan,370Z Touring,2009,"133,409 mi.",Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,At least 1 accident or damage reported,Yes,"$14,999 ","Nissan 370Z Touring 2009, Silver exterior, Gray interior, 133,409 mi., 332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel, 6-Speed M/T, Gasoline, At least 1 accident or damage reported"
BMW,330 i xDrive,2018,"74,381 mi.",Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,"$22,995 ","BMW 330 i xDrive 2018, White exterior, Brown interior, 74,381 mi., 248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, At least 1 accident or damage reported"
Porsche,Macan,2023,"2,925 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Carrara White Metallic,Black,None reported,Yes,"$73,300 ","Porsche Macan 2023, Carrara White Metallic exterior, Black interior, 2,925 mi., 2.0L I4 16V GDI DOHC Turbo, 7-Speed Automatic with Auto-Shift, Gasoline, None reported"
BMW,128 i,2013,"67,874 mi.",Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,"$18,000 ","BMW 128 i 2013, Gray exterior, Black interior, 67,874 mi., 230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel, 6-Speed A/T, Gasoline, None reported"
Mercedes-Benz,AMG GLE 63 S Coupe 4MATIC,2018,"71,500 mi.",Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,White,None reported,Yes,"$61,000 ","Mercedes-Benz AMG GLE 63 S Coupe 4MATIC 2018, White exterior, White interior, 71,500 mi., 577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel, 7-Speed A/T, Gasoline, None reported"
Jeep,Wrangler Sport,2014,"71,000 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,Yes,"$22,000 ","Jeep Wrangler Sport 2014, Gray exterior, Black interior, 71,000 mi., 285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel, 5-Speed A/T, Gasoline, None reported"
Ford,F-150 Raptor,2018,"64,517 mi.",Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,"$47,995 ","Ford F-150 Raptor 2018, Black exterior, Black interior, 64,517 mi., 450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel, 10-Speed A/T, Gasoline, None reported"
Dodge,Sprinter 2500 High Roof,2004,"55,000 mi.",Diesel,154.0HP 2.7L 5 Cylinder Engine Diesel Fuel,A/T,White,Gray,None reported,Yes,"$24,000 ","Dodge Sprinter 2500 High Roof 2004, White exterior, Gray interior, 55,000 mi., 154.0HP 2.7L 5 Cylinder Engine Diesel Fuel, A/T, Diesel, None reported"
BMW,M550 i xDrive,2019,"7,580 mi.",Gasoline,456.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$51,500 ","BMW M550 i xDrive 2019, Black exterior, Black interior, 7,580 mi., 456.0HP 4.4L 8 Cylinder Engine Gasoline Fuel, Transmission w/Dual Shift Mode, Gasoline, None reported"
Hyundai,Sonata GLS,2010,"135,000 mi.",Gasoline,168.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Gray,None reported,Yes,"$3,999 ","Hyundai Sonata GLS 2010, Blue exterior, Gray interior, 135,000 mi., 168.0HP 2.4L 4 Cylinder Engine Gasoline Fuel, Transmission w/Dual Shift Mode, Gasoline, None reported"
Honda,Accord EX-L,2019,"62,200 mi.",Gasoline,192.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,"$21,500 ","Honda Accord EX-L 2019, White exterior, Black interior, 62,200 mi., 192.0HP 1.5L 4 Cylinder Engine Gasoline Fuel, A/T, Gasoline, At least 1 accident or damage reported"
Cadillac,CTS 3.6L Premium,2014,"69,001 mi.",Gasoline,321.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,"$19,500 ","Cadillac CTS 3.6L Premium 2014, Red exterior, Black interior, 69,001 mi., 321.0HP 3.6L V6 Cylinder Engine Gasoline Fuel, 6-Speed A/T, Gasoline, None reported"
Toyota,4Runner Venture Special Edition,2021,"28,567 mi.",Gasoline,"4L V-6 DOHC, VVT-i variable valve control, regular unleaded, eng",Automatic,–,Black/Graphite,None reported,,"$44,775 ","Toyota 4Runner Venture Special Edition 2021, – exterior, Black/Graphite interior, 28,567 mi., 4L V-6 DOHC, VVT-i variable valve control, regular unleaded, eng, Automatic, Gasoline, None reported"
Jaguar,XJ8 L,2006,"78,049 mi.",Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,"$13,980 ","Jaguar XJ8 L 2006, White exterior, Beige interior, 78,049 mi., 300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel, 6-Speed A/T, Gasoline, None reported"
Ford,F-150 Lariat,2021,"36,821 mi.",Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Agate Black Metallic,Black,,,"$49,273 ","Ford F-150 Lariat 2021, Agate Black Metallic exterior, Black interior, 36,821 mi., 3.5L V6 24V PDI DOHC Twin Turbo, Automatic, Gasoline, nan"
Chevrolet,Suburban High Country,2021,"23,292 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Brown,Black,None reported,Yes,"$73,500 ","Chevrolet Suburban High Country 2021, Brown exterior, Black interior, 23,292 mi., 420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel, 10-Speed A/T, Gasoline, None reported"
Chevrolet,Suburban 1500 LTZ,2010,"162,671 mi.",E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,Yes,"$12,000 ","Chevrolet Suburban 1500 LTZ 2010, Black exterior, Black interior, 162,671 mi., 320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability, A/T, E85 Flex Fuel, None reported"
Land,Rover LR2 HSE,2010,"100,472 mi.",Gasoline,230.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,None reported,Yes,"$9,975 ","Land Rover LR2 HSE 2010, Gray exterior, Beige interior, 100,472 mi., 230.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel, 6-Speed A/T, Gasoline, None reported"
Subaru,WRX Limited,2017,"73,120 mi.",Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,"$19,950 ","Subaru WRX Limited 2017, White exterior, Black interior, 73,120 mi., 268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel, CVT Transmission, Gasoline, At least 1 accident or damage reported"
Ford,Expedition Timberline,2022,"23,300 mi.",Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Green,Green,None reported,Yes,"$67,500 ","Ford Expedition Timberline 2022, Green exterior, Green interior, 23,300 mi., 440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel, 10-Speed A/T, Gasoline, None reported"
Honda,Clarity Plug-In Hybrid Base,2018,"71,000 mi.",Plug-In Hybrid,212.0HP 1.5L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Red,Beige,At least 1 accident or damage reported,Yes,"$17,500 ","Honda Clarity Plug-In Hybrid Base 2018, Red exterior, Beige interior, 71,000 mi., 212.0HP 1.5L 4 Cylinder Engine Plug-In Electric/Gas, A/T, Plug-In Hybrid, At least 1 accident or damage reported"
RAM,3500 Laramie,2022,"16,648 mi.",Diesel,6.7L I6 24V DDI OHV Turbo Diesel,6-Speed Automatic,Flame Red Clearcoat,Black,None reported,,"$70,999 ","RAM 3500 Laramie 2022, Flame Red Clearcoat exterior, Black interior, 16,648 mi., 6.7L I6 24V DDI OHV Turbo Diesel, 6-Speed Automatic, Diesel, None reported"
Chevrolet,Silverado 2500 LT,2011,"240,000 mi.",Diesel,335.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Black,None reported,Yes,"$18,500 ","Chevrolet Silverado 2500 LT 2011, White exterior, Black interior, 240,000 mi., 335.0HP 6.6L 8 Cylinder Engine Diesel Fuel, 6-Speed A/T, Diesel, None reported"
Lexus,RX 450h Base,2013,"119,755 mi.",Hybrid,295.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,"$19,500 ","Lexus RX 450h Base 2013, Silver exterior, Black interior, 119,755 mi., 295.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid, Transmission w/Dual Shift Mode, Hybrid, None reported"
Mercedes-Benz,M-Class ML 350 4MATIC,2015,"88,000 mi.",E85 Flex Fuel,302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,A/T,Silver,Gray,None reported,Yes,"$19,500 ","Mercedes-Benz M-Class ML 350 4MATIC 2015, Silver exterior, Gray interior, 88,000 mi., 302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability, A/T, E85 Flex Fuel, None reported"
BMW,X5 xDrive40i,2021,"41,000 mi.",Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Black,None reported,Yes,"$50,000 ","BMW X5 xDrive40i 2021, White exterior, Black interior, 41,000 mi., 335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid, 8-Speed A/T, Hybrid, None reported"
Chevrolet,Camaro 2SS,2022,"7,458 mi.",Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,"$47,500 ","Chevrolet Camaro 2SS 2022, Red exterior, Black interior, 7,458 mi., 455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel, 6-Speed M/T, Gasoline, None reported"
Jeep,Gladiator Sport S,2022,"23,000 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,"$43,000 ","Jeep Gladiator Sport S 2022, Green exterior, Black interior, 23,000 mi., 285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Land,Rover Discovery LSE,1998,"149,437 mi.",Gasoline,182.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,None reported,Yes,"$9,995 ","Land Rover Discovery LSE 1998, Green exterior, Beige interior, 149,437 mi., 182.0HP 4.0L 8 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Ford,F-250 XLT,2017,"244,000 mi.",Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Red,Beige,None reported,Yes,"$35,500 ","Ford F-250 XLT 2017, Red exterior, Beige interior, 244,000 mi., 440.0HP 6.7L 8 Cylinder Engine Diesel Fuel, 6-Speed A/T, Diesel, None reported"
RAM,1500 Rebel,2019,"46,000 mi.",Hybrid,305.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,–,None reported,Yes,"$37,900 ","RAM 1500 Rebel 2019, White exterior, – interior, 46,000 mi., 305.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid, 8-Speed A/T, Hybrid, None reported"
Audi,Q5 S line Premium Plus,2022,"13,133 mi.",Hybrid,2.0 Liter TFSI,Automatic,Silver,Black,None reported,,"$42,998 ","Audi Q5 S line Premium Plus 2022, Silver exterior, Black interior, 13,133 mi., 2.0 Liter TFSI, Automatic, Hybrid, None reported"
RAM,1500 SLT,2017,"45,000 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,"$29,999 ","RAM 1500 SLT 2017, Black exterior, Gray interior, 45,000 mi., 395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Mazda,CX-30 Premium Package,2021,"18,385 mi.",Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Soul Red Crystal Metallic,White / Brown,None reported,Yes,"$29,255 ","Mazda CX-30 Premium Package 2021, Soul Red Crystal Metallic exterior, White / Brown interior, 18,385 mi., 2.5L I4 16V GDI DOHC, 6-Speed Automatic, Gasoline, None reported"
BMW,840 Gran Coupe i xDrive,2020,"25,793 mi.",Gasoline,3.0L I6 24V GDI DOHC Turbo,8-Speed Automatic,Black Sapphire Metallic,Black,None reported,,"$52,999 ","BMW 840 Gran Coupe i xDrive 2020, Black Sapphire Metallic exterior, Black interior, 25,793 mi., 3.0L I6 24V GDI DOHC Turbo, 8-Speed Automatic, Gasoline, None reported"
Porsche,Boxster S,2005,"44,400 mi.",Gasoline,280.0HP 3.2L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,"$29,800 ","Porsche Boxster S 2005, Silver exterior, Black interior, 44,400 mi., 280.0HP 3.2L Flat 6 Cylinder Engine Gasoline Fuel, 6-Speed M/T, Gasoline, None reported"
Chevrolet,Malibu Limited LT,2016,"104,000 mi.",Gasoline,2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,None reported,Yes,"$10,500 ","Chevrolet Malibu Limited LT 2016, Silver exterior, Gray interior, 104,000 mi., 2.5L 4 Cylinder Engine Gasoline Fuel, 6-Speed A/T, Gasoline, None reported"
Cadillac,Escalade Premium Luxury,2023,600 mi.,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$103,000 ","Cadillac Escalade Premium Luxury 2023, Black exterior, Black interior, 600 mi., 420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
